,area_type,location,total_sqft,bath,balcony,price,BHK
343,Super built-up  Area,Ambalipura,1198.0,2.0,2.0,80.0,2
344,Plot  Area,Ambedkar Nagar,2900.0,3.0,2.0,300.0,4
345,Plot  Area,Ambedkar Nagar,5530.0,5.0,3.0,627.0,5
346,Plot  Area,Ambedkar Nagar,5000.0,4.0,2.0,536.0,4
347,Plot  Area,Ambedkar Nagar,2900.0,3.0,2.0,297.0,3
348,Super built-up  Area,Ambedkar Nagar,1935.0,4.0,2.0,130.0,3
349,Super built-up  Area,Ambedkar Nagar,1424.0,2.0,2.0,90.0,2
350,Super built-up  Area,Ambedkar Nagar,1862.0,3.0,2.0,120.0,3
351,Super built-up  Area,Ambedkar Nagar,1936.0,4.0,2.0,126.0,3
352,Super built-up  Area,Ambedkar Nagar,1862.0,3.0,2.0,119.0,3
353,Super built-up  Area,Ambedkar Nagar,1424.0,2.0,2.0,90.0,2
354,Super built-up  Area,Ambedkar Nagar,1856.0,3.0,1.0,120.0,3
355,Super built-up  Area,Ambedkar Nagar,1850.0,4.0,2.0,120.0,3
356,Super built-up  Area,Ambedkar Nagar,1367.0,2.0,2.0,86.0,2
357,Super built-up  Area,Ambedkar Nagar,1409.0,2.0,2.0,95.0,2
358,Super built-up  Area,Ambedkar Nagar,1921.0,4.0,3.0,129.0,3
359,Super built-up  Area,Ambedkar Nagar,1920.0,4.0,2.0,121.0,3
360,Super built-up  Area,Ambedkar Nagar,1935.0,4.0,2.0,125.0,3
361,Super built-up  Area,Ambedkar Nagar,1852.0,4.0,2.0,122.0,3
362,Super built-up  Area,Ambedkar Nagar,1852.0,3.0,2.0,125.0,3
363,Super built-up  Area,Ambedkar Nagar,1850.0,4.0,2.0,121.0,3
364,Super built-up  Area,Ambedkar Nagar,1425.0,2.0,1.0,94.0,2
365,Built-up  Area,Amruthahalli,1900.0,3.0,1.0,135.0,3
366,Built-up  Area,Amruthahalli,924.0,2.0,1.0,45.0,2
367,Built-up  Area,Amruthahalli,1100.0,2.0,1.0,45.0,2
368,Built-up  Area,Amruthahalli,1605.0,3.0,2.0,65.0,3
369,Built-up  Area,Amruthahalli,1450.0,2.0,1.0,90.0,3
370,Built-up  Area,Amruthahalli,485.0,1.0,1.0,19.5,1
371,Super built-up  Area,Amruthahalli,900.0,2.0,1.0,40.0,2
372,Super built-up  Area,Amruthahalli,1200.0,2.0,2.0,55.0,2
373,Super built-up  Area,Amruthahalli,1200.0,2.0,1.0,55.0,2
374,Super built-up  Area,Amruthahalli,1350.0,2.0,3.0,63.0,3
375,Super built-up  Area,Amruthahalli,1700.0,3.0,2.0,77.0,3
376,Super built-up  Area,Amruthahalli,1450.0,2.0,1.0,85.0,3
377,Super built-up  Area,Amruthahalli,1200.0,2.0,2.0,55.0,2
378,Super built-up  Area,Amruthahalli,1250.0,2.0,2.0,79.0,2
379,Super built-up  Area,Amruthahalli,1190.0,2.0,2.0,50.0,2
380,Super built-up  Area,Amruthahalli,1202.0,2.0,1.0,65.0,2
381,Super built-up  Area,Amruthahalli,1340.0,2.0,1.0,75.0,2
382,Super built-up  Area,Amruthahalli,2650.0,4.0,0.0,175.0,3
383,Super built-up  Area,Amruthahalli,1025.0,2.0,1.0,42.0,2
384,Built-up  Area,Anandapura,1250.0,2.0,2.0,45.0,2
385,Built-up  Area,Anandapura,1200.0,2.0,0.0,58.0,2
386,Plot  Area,Anandapura,1000.0,2.0,1.0,55.0,2
387,Plot  Area,Anandapura,1200.0,2.0,1.0,67.0,2
388,Plot  Area,Anandapura,900.0,2.0,0.0,48.0,2
389,Plot  Area,Anandapura,1749.0,4.0,0.0,90.0,4
390,Plot  Area,Anandapura,875.0,2.0,1.0,57.0,2
391,Plot  Area,Anandapura,616.0,3.0,1.0,45.0,2
392,Plot  Area,Anandapura,1200.0,2.0,0.0,66.0,3
393,Plot  Area,Anandapura,1415.0,2.0,1.0,74.0,3
394,Plot  Area,Anandapura,850.0,3.0,0.0,63.0,3
395,Super built-up  Area,Anandapura,1167.0,2.0,1.0,43.76,2
396,Super built-up  Area,Anandapura,1141.0,2.0,1.0,42.79,2
397,Super built-up  Area,Anandapura,1576.0,3.0,2.0,59.1,3
398,Super built-up  Area,Anandapura,1151.0,2.0,1.0,43.1,2
399,Super built-up  Area,Anandapura,1141.0,2.0,1.0,42.75,2
400,Super built-up  Area,Anandapura,1151.0,2.0,1.0,42.9,2
401,Super built-up  Area,Anandapura,1576.0,3.0,2.0,58.0,3
402,Super built-up  Area,Anandapura,1151.0,2.0,1.0,43.16,2
403,Super built-up  Area,Anandapura,1576.0,3.0,2.0,58.7,3
404,Built-up  Area,Ananth Nagar,1470.0,3.0,2.0,54.0,3
405,Built-up  Area,Ananth Nagar,810.0,2.0,1.0,25.5,2
406,Plot  Area,Ananth Nagar,600.0,3.0,2.0,62.0,4
407,Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1
408,Super built-up  Area,Ananth Nagar,1100.0,2.0,2.0,31.5,2
409,Super built-up  Area,Ananth Nagar,982.0,2.0,2.0,24.55,2
410,Super built-up  Area,Ananth Nagar,500.0,2.0,2.0,14.0,1
411,Super built-up  Area,Ananth Nagar,900.0,2.0,2.0,22.5,2
412,Super built-up  Area,Ananth Nagar,908.0,2.0,1.0,26.0,2
413,Super built-up  Area,Ananth Nagar,937.0,2.0,1.0,35.0,2
414,Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1
415,Super built-up  Area,Ananth Nagar,1000.0,2.0,1.0,29.7,2
416,Super built-up  Area,Ananth Nagar,902.0,2.0,1.0,25.26,2
417,Super built-up  Area,Ananth Nagar,890.0,2.0,1.0,27.0,2
418,Super built-up  Area,Ananth Nagar,1200.0,2.0,1.0,36.0,2
419,Super built-up  Area,Ananth Nagar,1319.0,3.0,1.0,37.75,3
420,Super built-up  Area,Ananth Nagar,1319.0,3.0,1.0,42.0,3
421,Super built-up  Area,Ananth Nagar,1000.0,2.0,3.0,25.0,2
422,Super built-up  Area,Ananth Nagar,902.0,2.0,2.0,25.0,2
423,Super built-up  Area,Ananth Nagar,930.0,2.0,1.0,25.99,2
424,Super built-up  Area,Ananth Nagar,1074.0,2.0,2.0,26.85,2
425,Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1
426,Super built-up  Area,Ananth Nagar,1010.0,2.0,2.0,38.0,2
427,Super built-up  Area,Ananth Nagar,992.0,2.0,2.0,24.8,2
428,Built-up  Area,Anekal,620.0,1.0,1.0,23.5,2
429,Built-up  Area,Anekal,400.0,1.0,1.0,11.5,1
430,Built-up  Area,Anekal,420.0,1.0,1.0,12.5,1
431,Plot  Area,Anekal,1200.0,1.0,1.0,36.0,2
432,Plot  Area,Anekal,1800.0,3.0,2.0,68.0,3
433,Plot  Area,Anekal,1200.0,1.0,1.0,36.0,2
434,Plot  Area,Anekal,1200.0,2.0,1.0,36.1,2
435,Plot  Area,Anekal,1200.0,1.0,1.0,36.0,2
436,Plot  Area,Anekal,1200.0,2.0,1.0,36.0,4
437,Plot  Area,Anekal,1200.0,1.0,1.0,36.0,2
438,Plot  Area,Anekal,1200.0,1.0,1.0,36.0,2
439,Plot  Area,Anekal,1200.0,1.0,1.0,36.0,2
440,Plot  Area,Anekal,1200.0,1.0,1.0,36.0,2
441,Plot  Area,Anekal,2400.0,4.0,0.0,95.0,3
442,Plot  Area,Anekal,1200.0,2.0,1.0,36.1,2
443,Plot  Area,Anekal,1200.0,2.0,1.0,36.1,2
444,Super built-up  Area,Anekal,656.0,2.0,1.0,22.0,2
445,Super built-up  Area,Anekal,620.0,2.0,1.0,22.0,2
446,Super built-up  Area,Anekal,925.0,2.0,1.0,40.0,2
447,Super built-up  Area,Anekal,530.0,1.0,1.0,18.0,1
448,Super built-up  Area,Anekal,1035.0,2.0,2.0,38.3,2
449,Super built-up  Area,Anekal,888.0,2.0,1.0,34.0,2
450,Super built-up  Area,Anekal,766.0,2.0,2.0,28.0,2
451,Super built-up  Area,Anekal,1150.0,3.0,2.0,45.0,3
452,Super built-up  Area,Anekal,456.0,1.0,1.0,15.0,1
453,Super built-up  Area,Anekal,625.0,1.0,1.0,25.0,2
454,Built-up  Area,Anjanapura,1280.0,2.0,2.0,45.0,3
455,Built-up  Area,Anjanapura,950.0,2.0,0.0,32.0,2
456,Built-up  Area,Anjanapura,950.0,2.0,0.0,30.0,2
457,Plot  Area,Anjanapura,1500.0,3.0,1.0,139.0,3
458,Plot  Area,Anjanapura,1500.0,3.0,1.0,121.0,3
459,Plot  Area,Anjanapura,600.0,2.0,0.0,55.0,1
460,Super built-up  Area,Anjanapura,1070.0,2.0,2.0,39.0,2
461,Super built-up  Area,Anjanapura,1070.0,2.0,2.0,37.0,2
462,Super built-up  Area,Anjanapura,710.0,2.0,0.0,25.0,2
463,Super built-up  Area,Anjanapura,1800.0,4.0,2.0,55.0,4
464,Built-up  Area,Ardendale,3198.0,4.0,3.0,200.0,4
465,Built-up  Area,Ardendale,2800.0,4.0,2.0,140.0,4
466,Built-up  Area,Ardendale,1650.0,3.0,3.0,82.0,3
467,Super built-up  Area,Ardendale,1750.0,3.0,2.0,100.0,3
468,Super built-up  Area,Ardendale,2422.0,4.0,2.0,160.0,4
469,Super built-up  Area,Ardendale,1750.0,3.0,3.0,100.0,3
470,Super built-up  Area,Ardendale,1728.0,3.0,2.0,95.0,3
471,Super built-up  Area,Ardendale,1732.46,3.0,2.0,92.0,3
472,Super built-up  Area,Ardendale,1224.0,2.0,2.0,70.0,2
473,Super built-up  Area,Ardendale,1777.26,3.0,2.0,105.0,3
474,Super built-up  Area,Ardendale,1224.0,2.0,2.0,67.0,2
475,Super built-up  Area,Ardendale,1723.0,3.0,2.0,95.0,3
476,Super built-up  Area,Ardendale,1777.26,3.0,2.0,89.0,3
477,Super built-up  Area,Ardendale,1777.26,3.0,2.0,92.0,3
478,Built-up  Area,Arekere,1190.0,2.0,2.0,55.0,2
479,Built-up  Area,Arekere,600.0,1.0,1.0,28.0,1
480,Super built-up  Area,Arekere,2060.0,3.0,2.0,140.0,3
481,Super built-up  Area,Arekere,2072.0,3.0,2.0,108.0,3
482,Super built-up  Area,Arekere,1100.0,2.0,2.0,55.0,2
483,Super built-up  Area,Arekere,900.0,2.0,3.0,50.0,2
484,Super built-up  Area,Arekere,2710.0,6.0,2.0,142.0,4
485,Super built-up  Area,Arekere,1240.0,2.0,2.0,60.0,2
486,Super built-up  Area,Arekere,900.0,2.0,1.0,44.5,2
487,Built-up  Area,Attibele,1600.0,4.0,0.0,52.8,4
488,Built-up  Area,Attibele,656.0,2.0,1.0,25.0,2
489,Built-up  Area,Attibele,400.0,1.0,1.0,11.0,1
490,Built-up  Area,Attibele,400.0,1.0,1.0,12.0,1
491,Built-up  Area,Attibele,400.0,1.0,1.0,14.0,1
492,Built-up  Area,Attibele,395.0,1.0,1.0,10.25,1
493,Built-up  Area,Attibele,418.0,1.0,1.0,12.0,1
494,Built-up  Area,Attibele,1200.0,2.0,2.0,42.0,2
495,Built-up  Area,Attibele,450.0,1.0,1.0,12.5,1
496,Built-up  Area,Attibele,400.0,1.0,1.0,11.5,1
497,Built-up  Area,Attibele,520.0,1.0,1.0,15.0,1
498,Plot  Area,Attibele,3640.0,4.0,1.0,275.0,4
499,Plot  Area,Attibele,1350.0,3.0,1.0,85.0,3
500,Plot  Area,Attibele,1000.0,3.0,1.0,90.0,3
501,Plot  Area,Attibele,1200.0,3.0,2.0,105.0,3
502,Plot  Area,Attibele,1200.0,3.0,2.0,110.0,3
503,Plot  Area,Attibele,1500.0,3.0,2.0,90.0,3
504,Super built-up  Area,Attibele,450.0,1.0,1.0,11.0,1
505,Super built-up  Area,Attibele,1639.0,2.0,1.0,40.98,3
506,Super built-up  Area,Attibele,400.0,1.0,1.0,10.0,1
507,Super built-up  Area,Attibele,850.0,1.0,1.0,25.0,2
508,Super built-up  Area,Attibele,995.0,1.0,1.0,24.88,2
509,Super built-up  Area,Attibele,900.0,1.0,1.0,25.0,2
510,Super built-up  Area,Attibele,1174.0,2.0,1.0,29.35,2
511,Super built-up  Area,Attibele,782.0,1.0,0.0,19.55,1
512,Super built-up  Area,Attibele,1175.0,2.0,1.0,29.38,2
513,Super built-up  Area,Attibele,418.0,2.0,1.0,11.5,1
514,Super built-up  Area,Attibele,996.0,2.0,1.0,24.9,2
515,Super built-up  Area,Attibele,400.0,1.0,1.0,10.25,1
516,Plot  Area,BEML Layout,1196.0,3.0,1.0,150.0,4
517,Plot  Area,BEML Layout,2400.0,4.0,1.0,225.0,5
518,Plot  Area,BEML Layout,2400.0,2.0,1.0,228.0,2
519,Super built-up  Area,BEML Layout,1060.0,2.0,1.0,55.0,2
520,Super built-up  Area,BEML Layout,2000.0,3.0,2.0,85.0,3
521,Super built-up  Area,BEML Layout,2000.0,2.0,2.0,85.0,3
522,Super built-up  Area,BEML Layout,2000.0,3.0,2.0,85.0,3
523,Super built-up  Area,BEML Layout,2000.0,3.0,2.0,85.0,3
524,Built-up  Area,BTM 2nd Stage,1850.0,3.0,2.0,170.0,3
525,Built-up  Area,BTM 2nd Stage,1100.0,2.0,2.0,70.0,2
526,Plot  Area,BTM 2nd Stage,1260.0,5.0,1.0,185.0,3
527,Plot  Area,BTM 2nd Stage,800.0,2.0,1.0,175.0,2
528,Plot  Area,BTM 2nd Stage,2990.0,5.0,3.0,416.0,5
529,Plot  Area,BTM 2nd Stage,2400.0,2.0,0.0,360.0,3
530,Plot  Area,BTM 2nd Stage,2400.0,3.0,2.0,400.0,4
531,Plot  Area,BTM 2nd Stage,1500.0,6.0,0.0,270.0,8
532,Super built-up  Area,BTM 2nd Stage,1200.0,2.0,2.0,80.0,2
533,Super built-up  Area,BTM 2nd Stage,1274.0,2.0,2.0,70.0,2
534,Super built-up  Area,BTM 2nd Stage,1250.0,3.0,1.0,50.0,3
535,Super built-up  Area,BTM 2nd Stage,1070.0,2.0,1.0,48.0,2
536,Super built-up  Area,BTM 2nd Stage,1000.0,2.0,2.0,58.0,2
537,Super built-up  Area,BTM 2nd Stage,1265.0,2.0,2.0,55.0,2
538,Super built-up  Area,BTM 2nd Stage,965.0,2.0,2.0,56.0,2
539,Super built-up  Area,BTM 2nd Stage,1147.0,2.0,1.0,75.0,2
540,Super built-up  Area,BTM 2nd Stage,1400.0,2.0,3.0,90.0,2
541,Super built-up  Area,BTM 2nd Stage,1200.0,2.0,2.0,70.0,2
542,Super built-up  Area,BTM 2nd Stage,1100.0,2.0,2.0,47.0,2
543,Super built-up  Area,BTM 2nd Stage,930.0,2.0,2.0,46.0,2
544,Super built-up  Area,BTM 2nd Stage,1265.0,2.0,3.0,55.0,3
545,Built-up  Area,BTM Layout,3300.0,6.0,3.0,165.0,6
546,Built-up  Area,BTM Layout,1450.0,2.0,2.0,81.0,3
547,Built-up  Area,BTM Layout,935.0,2.0,1.0,51.5,2
548,Built-up  Area,BTM Layout,1300.0,2.0,1.0,75.0,3
549,Built-up  Area,BTM Layout,1540.0,2.0,2.0,78.0,3
550,Super built-up  Area,BTM Layout,1150.0,2.0,2.0,63.0,2
551,Super built-up  Area,BTM Layout,1458.0,3.0,2.0,79.0,3
552,Super built-up  Area,BTM Layout,1020.0,2.0,1.0,46.5,2
553,Super built-up  Area,BTM Layout,450.0,1.0,1.0,20.0,1
554,Super built-up  Area,BTM Layout,1196.0,2.0,2.0,56.81,2
555,Built-up  Area,Babusapalaya,1500.0,2.0,2.0,57.0,2
556,Built-up  Area,Babusapalaya,1105.0,2.0,1.0,40.0,2
557,Super built-up  Area,Babusapalaya,1213.0,2.0,2.0,41.39,3
558,Super built-up  Area,Babusapalaya,1611.0,2.0,2.0,66.0,3
559,Super built-up  Area,Babusapalaya,1167.0,2.0,2.0,39.98,3
560,Super built-up  Area,Babusapalaya,1675.0,3.0,3.0,75.0,3
561,Super built-up  Area,Babusapalaya,1141.0,2.0,1.0,46.0,2
562,Super built-up  Area,Babusapalaya,1050.0,2.0,3.0,45.0,2
563,Super built-up  Area,Babusapalaya,1141.0,2.0,1.0,45.9,2
564,Super built-up  Area,Babusapalaya,1230.0,3.0,3.0,53.0,3
565,Super built-up  Area,Babusapalaya,1450.0,2.0,1.0,55.99,2
566,Super built-up  Area,Babusapalaya,1100.0,2.0,2.0,38.0,2
567,Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,38.95,2
568,Super built-up  Area,Badavala Nagar,1494.0,2.0,2.0,94.55,3
569,Super built-up  Area,Badavala Nagar,1274.0,2.0,1.0,81.0,2
570,Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3
571,Super built-up  Area,Badavala Nagar,1494.0,2.0,2.0,94.55,3
572,Super built-up  Area,Badavala Nagar,1274.0,2.0,1.0,81.0,2
573,Super built-up  Area,Badavala Nagar,1494.0,2.0,2.0,94.55,3
574,Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3
575,Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3
576,Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3
577,Built-up  Area,Balagere,675.0,1.0,1.0,45.0,1
578,Built-up  Area,Balagere,1007.0,2.0,1.0,67.0,2
579,Built-up  Area,Balagere,1012.0,2.0,1.0,68.0,2
580,Super built-up  Area,Balagere,1210.0,2.0,1.0,80.9,2
581,Super built-up  Area,Balagere,1210.0,2.0,1.0,72.0,2
582,Super built-up  Area,Balagere,1205.0,2.0,1.0,78.5,2
583,Super built-up  Area,Balagere,790.5,1.0,0.0,41.9,1
584,Super built-up  Area,Balagere,1145.0,2.0,2.0,65.0,2
585,Super built-up  Area,Balagere,1012.0,2.0,1.0,54.59,2
586,Super built-up  Area,Balagere,1020.07,2.0,1.0,68.38,2
587,Super built-up  Area,Balagere,1205.47,2.0,1.0,81.0,2
588,Super built-up  Area,Balagere,1007.0,2.0,1.0,65.0,2
589,Super built-up  Area,Balagere,1205.0,2.0,1.0,70.0,2
590,Super built-up  Area,Balagere,1210.0,2.0,1.0,74.0,2
591,Super built-up  Area,Balagere,1210.0,2.0,1.0,83.0,2
592,Super built-up  Area,Balagere,656.0,1.0,1.0,43.0,1
593,Super built-up  Area,Balagere,1012.0,2.0,1.0,54.59,2
594,Super built-up  Area,Balagere,1012.0,2.0,1.0,64.0,2
595,Super built-up  Area,Balagere,1007.0,2.0,1.0,62.0,2
596,Super built-up  Area,Balagere,1007.0,2.0,1.0,66.0,2
597,Super built-up  Area,Balagere,1205.0,2.0,1.0,63.86,2
598,Super built-up  Area,Balagere,1012.0,2.0,1.0,53.58,2
599,Super built-up  Area,Balagere,645.0,1.0,1.0,34.18,1
600,Super built-up  Area,Balagere,1007.0,2.0,1.0,53.0,2
601,Super built-up  Area,Balagere,1210.0,2.0,1.0,69.0,2
602,Super built-up  Area,Balagere,790.5,1.0,0.0,42.295,1
603,Super built-up  Area,Balagere,1012.0,2.0,1.0,65.0,2
604,Super built-up  Area,Balagere,656.0,1.0,1.0,38.77,1
605,Super built-up  Area,Balagere,645.0,1.0,1.0,39.0,1
606,Super built-up  Area,Balagere,1210.0,2.0,1.0,82.0,2
607,Super built-up  Area,Balagere,656.0,1.0,1.0,34.77,1
608,Super built-up  Area,Balagere,1205.0,2.0,1.0,73.87,2
609,Super built-up  Area,Balagere,1012.0,2.0,1.0,70.0,2
610,Super built-up  Area,Balagere,1007.0,2.0,1.0,68.0,2
611,Super built-up  Area,Balagere,1205.0,2.0,1.0,67.0,2
612,Super built-up  Area,Balagere,1205.0,2.0,1.0,79.0,2
613,Built-up  Area,Banashankari,1300.0,2.0,2.0,75.0,3
614,Built-up  Area,Banashankari,1125.0,2.0,1.0,63.0,2
615,Built-up  Area,Banashankari,1350.0,2.0,0.0,83.0,3
616,Built-up  Area,Banashankari,1186.0,2.0,3.0,65.0,2
617,Built-up  Area,Banashankari,1300.0,2.0,2.0,55.0,3
618,Built-up  Area,Banashankari,600.0,1.0,0.0,27.0,2
619,Built-up  Area,Banashankari,1540.0,3.0,3.0,80.0,3
620,Built-up  Area,Banashankari,1800.0,3.0,2.0,125.0,3
621,Plot  Area,Banashankari,600.0,3.0,1.0,100.0,3
622,Plot  Area,Banashankari,2400.0,2.0,2.0,460.0,2
623,Plot  Area,Banashankari,2400.0,3.0,2.0,370.0,4
624,Plot  Area,Banashankari,2400.0,4.0,3.0,470.0,4
625,Super built-up  Area,Banashankari,1470.0,2.0,1.0,88.64,3
626,Super built-up  Area,Banashankari,1800.0,3.0,2.0,115.0,3
627,Super built-up  Area,Banashankari,1340.0,2.0,3.0,53.6,3
628,Super built-up  Area,Banashankari,1310.0,2.0,2.0,80.0,2
629,Super built-up  Area,Banashankari,2600.0,4.0,1.0,135.0,3
630,Super built-up  Area,Banashankari,1260.0,2.0,3.0,75.0,2
631,Super built-up  Area,Banashankari,1170.0,2.0,2.0,46.79,2
632,Super built-up  Area,Banashankari,2500.0,4.0,3.0,95.0,4
633,Super built-up  Area,Banashankari,1330.0,2.0,1.0,78.0,2
634,Super built-up  Area,Banashankari,1400.0,2.0,1.0,78.0,3
635,Super built-up  Area,Banashankari,1700.0,3.0,2.0,125.0,3
636,Super built-up  Area,Banashankari,1020.0,2.0,2.0,40.79,2
637,Super built-up  Area,Banashankari,1600.0,2.0,1.0,63.98,2
638,Super built-up  Area,Banashankari,1390.0,2.0,2.0,86.0,2
639,Super built-up  Area,Banashankari,1460.0,2.0,3.0,70.0,2
640,Super built-up  Area,Banashankari,1200.0,2.0,1.0,60.0,2
641,Super built-up  Area,Banashankari,1290.0,2.0,2.0,80.0,2
642,Super built-up  Area,Banashankari,1650.0,3.0,2.0,101.0,3
643,Super built-up  Area,Banashankari,1181.0,2.0,1.0,75.0,2
644,Super built-up  Area,Banashankari,1040.0,2.0,3.0,45.0,2
645,Super built-up  Area,Banashankari,1330.0,2.0,2.0,77.0,2
646,Super built-up  Area,Banashankari,1200.0,2.0,3.0,49.0,2
647,Super built-up  Area,Banashankari,1185.0,2.0,2.0,67.0,2
648,Super built-up  Area,Banashankari,1000.0,2.0,1.0,50.0,2
649,Super built-up  Area,Banashankari,1650.0,3.0,2.0,90.75,3
650,Super built-up  Area,Banashankari,1650.0,3.0,2.0,101.0,3
651,Super built-up  Area,Banashankari,1310.0,2.0,2.0,80.43,2
652,Super built-up  Area,Banashankari,1430.0,2.0,2.0,87.8,2
653,Super built-up  Area,Banashankari,1020.0,2.0,1.0,42.83,2
654,Super built-up  Area,Banashankari,1683.0,3.0,2.0,115.0,3
655,Super built-up  Area,Banashankari,1750.0,2.0,2.0,89.0,3
656,Super built-up  Area,Banashankari,1770.0,3.0,3.0,108.0,3
657,Super built-up  Area,Banashankari,1800.0,3.0,2.0,125.0,3
658,Super built-up  Area,Banashankari,1420.0,3.0,1.0,66.0,3
659,Super built-up  Area,Banashankari,1200.0,3.0,2.0,74.52,3
660,Super built-up  Area,Banashankari,1100.0,2.0,1.0,63.0,2
661,Super built-up  Area,Banashankari,1020.0,2.0,2.0,40.79,2
662,Super built-up  Area,Banashankari,1260.0,2.0,3.0,75.0,2
663,Super built-up  Area,Banashankari,1340.0,2.0,2.0,53.6,3
664,Super built-up  Area,Banashankari,1426.0,3.0,2.0,85.0,3
665,Built-up  Area,Banashankari Stage II,1250.0,2.0,2.0,110.0,2
666,Built-up  Area,Banashankari Stage II,3000.0,3.0,2.0,450.0,3
667,Built-up  Area,Banashankari Stage II,1200.0,2.0,1.0,198.0,3
668,Plot  Area,Banashankari Stage II,1200.0,2.0,1.0,150.0,4
669,Plot  Area,Banashankari Stage II,500.0,2.0,1.0,55.0,2
670,Plot  Area,Banashankari Stage II,1050.0,3.0,2.0,125.0,4
671,Plot  Area,Banashankari Stage II,2400.0,2.0,2.0,300.0,3
672,Super built-up  Area,Banashankari Stage II,1700.0,2.0,2.0,150.0,2
673,Super built-up  Area,Banashankari Stage II,1500.0,2.0,1.0,120.0,3
674,Super built-up  Area,Banashankari Stage II,1260.0,2.0,1.0,95.0,3
675,Super built-up  Area,Banashankari Stage II,1400.0,2.0,1.0,100.0,2
676,Super built-up  Area,Banashankari Stage II,1245.0,2.0,1.0,125.0,2
677,Built-up  Area,Banashankari Stage III,2000.0,4.0,0.0,100.0,4
678,Built-up  Area,Banashankari Stage III,1304.0,2.0,0.0,111.0,2
679,Built-up  Area,Banashankari Stage III,1000.0,2.0,1.0,120.0,3
680,Built-up  Area,Banashankari Stage III,3000.0,6.0,2.0,150.0,6
681,Built-up  Area,Banashankari Stage III,2100.0,3.0,1.0,147.0,4
682,Plot  Area,Banashankari Stage III,2400.0,4.0,1.0,240.0,4
683,Plot  Area,Banashankari Stage III,1200.0,5.0,0.0,180.0,5
684,Plot  Area,Banashankari Stage III,1200.0,6.0,2.0,170.0,4
685,Plot  Area,Banashankari Stage III,1050.0,3.0,0.0,147.0,4
686,Plot  Area,Banashankari Stage III,1560.0,9.0,2.0,200.0,9
687,Plot  Area,Banashankari Stage III,1350.0,1.0,1.0,145.0,1
688,Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,58.7,3
689,Super built-up  Area,Banashankari Stage III,1145.0,2.0,3.0,58.4,2
690,Super built-up  Area,Banashankari Stage III,1350.0,2.0,2.0,68.0,3
691,Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,59.0,3
692,Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,60.0,3
693,Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,59.0,3
694,Super built-up  Area,Banashankari Stage III,1480.0,3.0,1.0,75.48,3
695,Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,59.0,3
696,Super built-up  Area,Banashankari Stage III,1085.0,2.0,1.0,50.0,2
697,Super built-up  Area,Banashankari Stage V,1305.0,2.0,2.0,49.0,3
698,Super built-up  Area,Banashankari Stage V,1035.0,2.0,2.0,35.77,2
699,Super built-up  Area,Banashankari Stage V,1510.0,3.0,3.0,47.57,3
700,Super built-up  Area,Banashankari Stage V,1650.0,3.0,2.0,51.98,3
701,Super built-up  Area,Banashankari Stage V,1630.0,3.0,2.0,51.35,3
702,Super built-up  Area,Banashankari Stage V,1510.0,3.0,3.0,47.57,3
703,Super built-up  Area,Banashankari Stage V,1315.0,2.0,2.0,49.0,3
704,Super built-up  Area,Banashankari Stage V,1540.0,3.0,2.0,48.51,3
705,Plot  Area,Banashankari Stage VI,1200.0,4.0,3.0,195.0,4
706,Plot  Area,Banashankari Stage VI,2200.0,4.0,2.0,195.0,4
707,Plot  Area,Banashankari Stage VI,600.0,4.0,0.0,90.0,3
708,Plot  Area,Banashankari Stage VI,600.0,3.0,2.0,90.0,3
709,Plot  Area,Banashankari Stage VI,600.0,3.0,1.0,97.0,4
710,Plot  Area,Banashankari Stage VI,1200.0,7.0,1.0,175.0,8
711,Super built-up  Area,Banashankari Stage VI,1180.0,2.0,1.0,59.47,2
712,Super built-up  Area,Banashankari Stage VI,1423.0,2.0,1.0,71.73,3
713,Plot  Area,Banaswadi,1000.0,4.0,2.0,150.0,6
714,Plot  Area,Banaswadi,2250.0,5.0,2.0,240.0,5
715,Super built-up  Area,Banaswadi,1184.0,2.0,3.0,53.0,2
716,Super built-up  Area,Banaswadi,1145.0,2.0,2.0,55.0,2
717,Super built-up  Area,Banaswadi,1250.0,2.0,0.0,60.0,2
718,Super built-up  Area,Banaswadi,1365.0,2.0,2.0,73.0,2
719,Super built-up  Area,Banaswadi,1200.0,2.0,3.0,60.0,2
720,Super built-up  Area,Banaswadi,1600.0,3.0,2.0,74.5,3
721,Super built-up  Area,Banaswadi,1340.0,2.0,2.0,73.0,2
722,Super built-up  Area,Banaswadi,1008.0,2.0,2.0,52.0,2
723,Plot  Area,Banjara Layout,1200.0,5.0,2.0,96.0,5
